"products_id","language_id","products_name","products_description","products_short_description","products_keywords","products_meta_title","products_meta_description","products_meta_keywords","products_url","products_viewed"
"1791","1","Кронштейн Leapers Accushot с кольцами 30 мм, для установки на Weaver, средний (RGWM2PA-30M4)","<h1>Кронштейн leapers &ndash; это не только полезная, но и надежная деталь</h1>
<p>Кронштейн leapers (липерс) изготовлен из специального авиационного алюминия, который характеризуется высокой жесткостью. Закрепляется он на планке при помощи стальных боковых прижимных винтов, которые рассчитаны под специальный ключ типа шестигранник. Внутренняя поверхность колец кронштейнов для оптики leapers проклеена специальным материалом, который предохранит от любого смещения оптики. В комплект данной модели также входят запасные винты и ключи для установки.</p>",,,,,,,"77"
"1792","1","Кольца Leapers AccuShot 30 мм на Weaver, STM, низкие (RGWM-30L4)",,,,,,,,"36"
"1793","1","Кольца Leapers AccuShot 30 мм на Weaver, STM, средние (RGWM-30M4)",,,,,,,,"32"
"1794","1","Кольца Leapers AccuShot 25,4 мм, на Wever STM, низкие (RGWM-25L2)",,,,,,,,"39"
"1795","1","Кольца 25.4 мм на планку Weaver",,,,,,,,"53"
"1796","1","Кольца 30 мм на планку Weaver",,,,,,,,"42"
"1797","1","Кольца Leapers AccuShot 30 мм на Weaver, STM, высокие (RGWM-30H4)",,,,,,,,"41"
"1798","1","Кронштейн с верхним основанием Weaver для установки на СКС (MNT-T642)",,,,,,,,"116"
"1799","1","Кольца Leapers UTG 30 мм быстросъёмные на Picatinny с рычажным зажимом, средние (RQ2W3154)",,,,,,,,"41"
"1800","1","Кольца Leapers Accushot 25,4 мм на Weaver, STM, средние (RGWM-25M4) ",,,,,,,,"43"
"1801","1","Крепления GAMO кольца TS-250 высокие",,,,,,,,"35"
"1802","1","Кольца Leapers Accushot 25,4 мм для установки на оружие с призмой 10-12 мм, STM, средние (RGPM-25M4)",,,,,,,,"41"
"1803","1","Планка Picatinny, верхняя часть (расстояние между винтами 126 мм)",,,,,,,,"147"
"1804","1","Кольца Leapers Accushot 25,4 мм для установки на оружие с призмой 10-12 мм, STM, высокие (RGPM-25H4)",,,,,,,,"44"
"1805","1","Кольца 1 дюйм на Weaver экстра низкие алюминий (Al10468)",,,,,,,,"40"
"1806","1","Планка Weaver, верхняя часть (расстояние между винтами 98.6 мм, между пазами 41.8 мм)",,,,,,,,"73"
"1807","1","Кольца 1 дюйм на Weaver высокие алюминий (Al10336)",,,,,,,,"42"
"1808","1","Кольца 1 дюйм низкие алюминий (Al10342)",,,,,,,,"46"
"1809","1","Кольца Leapers AccuShot для установки на оружие с призмой 10-12 мм, STM, высокие (RGPM-30H4)",,,,,,,,"61"
"1810","1","Крепление верхнее монолитное среднее Gamo Medium (D-30 мм.) (6213186)",,,,,,,,"42"
"1824","1","Кольца Leapers UTG 30 мм быстросъемные на Weaver с винтовым зажимом, низкие (RG2W3104)",,,,,,,,"45"
"1825","1","Кольца Leapers UTG 30 мм быстросъемные на Weaver с винтовым зажимом, средние (RG2W3154)",,,,,,,,"50"
"1826","1","Кольца Leapers AccuShot 25,4 мм на Weaver, STM, высокие (RGWM-25H4)",,,,,,,,"36"
"1827","1","Кольца Leapers UTG 30 мм быстросъемные на Weaver с винтовым зажимом, средние (RG2W3156)",,,,,,,,"38"
"1828","1","Крепление верхнее монолитное среднее Gamo (D-25 мм.) (6213184)",,,,,,,,"51"
"1829","1","Универсальная трехсторонняя база Weaver для установки на ствол,пять проточек (MNT-BR005)",,,,,,,,"95"
"1830","1","Кронштейн моноблок с кольцами 30 мм на планку Weaver, с упором",,,,,,,,"58"
"1831","1","Кольца для прицелов TS 250 высокие GAMO 26 мм",,,,,,,,"45"
"1832","1","Кольца Leapers UTG 25,4 мм быстросъёмные на Weaver с винтовым зажимом, высокие, 2 винта (RG2W1204) ",,,,,,,,"53"
"1833","1","Кольца Leapers UTG 25,4 мм быстросъёмные на Weaver с винтовым зажимом, высокие, 3 винта (RG2W1206)",,,,,,,,"65"
"1834","1","Кольца Leapers UTG 25,4 мм быстросъёмные на Weaver с винтовым зажимом средние (RG2W1154) ",,,,,,,,"60"
"1835","1","Кольца Leapers UTG 25,4 мм быстросъёмные на Weaver с винтовым зажимом средние (RG2W1156)",,,,,,,,"55"
"1836","1","Кольца Leapers UTG 30 мм быстросъёмные на Picatinny с рычажным зажимом низкие (RQ2W3104)",,,,,,,,"47"
"1837","1","Крепление верхнее раздельное низкое Walther оптика/фонарь (D-25 мм/16мм) Вивер 2.1662",,,,,,,,"60"
"1838","1","Кольца Leapers UTG 25,4 мм быстросъёмные на Picatinny с рычажным зажимом низкие (RQ2W1104)",,,,,,,,"79"
"1839","1","Крепление низкое Weaver d 25.4 мод.1393",,,,,,,,"51"
"1840","1","Тактический кронштейн для модели пистолета М 84",,,,,,,,"117"
"1841","1","База Weaver для установки на крышку газоотводного механизма АК с кольцами 1",,,,,,,,"62"
"1842","1","Кронштейн для прицела TS 250 средний GAMO 26 мм",,,,,,,,"57"
"1843","1","Крепление к фонарям зажимное Walther MGL 1000 3.7046",,,,,,,,"58"
"1844","1","Кольца Leapers UTG 30 мм быстросъёмные на Picatinny с рычажным зажимом, высокие (RQ2W3224)",,,,,,,,"53"
"1845","1","Планка Вивера CZ 75D Compact",,,,,,,,"198"
"1846","1","Кронштейн Leapers AccuShot с кольцами 25.4 мм (RGPM2PA-25M4)",,,,,,,,"188"
"1847","1","Четырёхсторонняя база Leapers, Weaver/Picatinny для установки на Сайга",,,,,,,,"100"
"1848","1","Крепление верхнее раздельное среднее NORIN (D-25 мм.)",,,,,,,,"93"
"1849","1","GAMO Крепления кольца TS-250 средние",,,,,,,,"114"
"1850","1","Кронштейн моноблок с кольцами 25.4 мм на планку Weaver",,,,,,,,"175"
"1851","1","Кронштейн моноблок с кольцами 30 мм на планку 11-12 мм, с упором",,,,,,,,"116"
"1852","1","Diana крепление-моноблок на планку 11-12мм.",,,,,,,,"219"
"1853","1","Дубинка резиновая ПР-Тонфа",,,,,,,,"14"
"1854","1","Чехол под дубинку с фиксатором Light (черный, кожа)",,,,,,,,"11"
"1855","1","Дубинка резиновая ПР-Таран (ПР-Т)",,,,,,,,"12"
"1856","1","Дубинка резиновая ПР-73Ф",,,,,,,,"19"
"1857","1","Дубинка резиновая ПР-Контакт (ПР-К)",,,,,,,,"15"
"1858","1","Дубинка резиновая ПР-73 прямая",,,,,,,,"10"
"1859","1","Дубинка резиновая ПР-50",,,,,,,,"20"
"1860","1","Дубинка резиновая ПР-60",,,,,,,,"16"
"1861","1","Дубинка резиновая ПРТ",,,,,,,,"48"
"1862","1","Дубинка резиновая с металлической ручкой, ПР-89",,,,,,,,"61"
"1863","1","Жезл ГИБДД светодиод стробоскоп мет.ручка 36.6",,,,,,,,"18"
"1864","1","Жезл ГИБДД светлячок",,,,,,,,"20"
"1865","1","Жезл ГИБДД световозвращающий деревянный",,,,,,,,"34"
"1866","1","Жезл ГИБДД светодиод стробоскоп мет.ручка 43.50",,,,,,,,"42"
"1867","1","Наручники БР-С оцинкованные",,,,,,,,"14"
"1868","1","Наручники БР-С оксидированные",,,,,,,,"19"
"1869","1","Чехол под наручники БРС (кожа, черный)",,,,,,,,"17"
"1870","1","Наручники БРС-1 оцинкованные",,,,,,,,"30"
"1871","1","Наручники БРС-3 оцинкованные",,,,,,,,"17"
"1872","1","Наручники БРС-2 оцинкованные",,,,,,,,"34"
"1873","1","Наручники БРС-3 оксидированные",,,,,,,,"13"
"1874","1","Газовая пружина для HATSAN 125,135,150,155 (Хатсан)",,"<ul>
<li> Диаметр штока: 8мм</li>
<li> Давление накачки: 140-170 атм. (в зависимости от модели)</li>
</ul>
<ul>
<li> Младшие hatsan (55-60-<strong>70</strong>-<strong>8X</strong>-9X-100-105): 140атм (усилие штока <strong>70-75кг</strong>)</li>
<li> Старшие hatsan (<strong>125</strong>-135-150-<strong>155</strong>): 170атм (усилие штока <strong>80-85кг</strong>)</li>
</ul>
<ul>
<li> Рекомендуемая периодичность профилактик: 10 тысяч выстрелов или 1 год</li>
<li> Страна производитель: <strong>Россия (Москва)</strong>.</li>
</ul>
<p><span style=""color: #008080;""><span style=""color: #000000;""><strong>В комплект входит :</strong></span><br /></span></p>
<ul>
<li> Газовая пружина <strong>HATSAN</strong> - 1шт.</li>
<li> Упорно-центрующая шайба - 1шт.</li>
<li> Инструкция по установке.</li>
</ul>",,,,,,"2531"
"1875","1","Газовая пружина для GAMO, CROSMAN, REMINGTON, STOEGER","<h1>Прокачай пневматическую винтовку stoeger газовой пружиной!</h1>
<p>Хотите сделать свою пневматику скорострельнее? Уменьшить боковую вибрацию и громкость выстрелов? Тогда газовая пружина для stoeger x20, stoeger x50 &ndash; это именно то, что вам нужно! Недорогая и практичная деталь поможет сделать вашу пневматическую винтовку намного более удобной, а главное&nbsp; - значительно продлит срок ее эксплуатации. Если стандартная стальная пружина рассчитана на 5-7 тысяч выстрелов, то газовая производит более 20 тысяч без снижения коэффициента жесткости, то есть без снижения мощности.</p>
<h2>Особенности эксплуатации газовой пружины для stoeger</h2>
<p>Газовая пружина для стоеджер х20 прекрасно чувствует себя при положительной температуре воздуха. Холод приводит к увеличению количества выделяемой смазки, что может снизить срок эксплуатации. Также при стрельбе на морозе может несколько снижаться мощность выстрела (в пределах 5%). <br />Нарушение правил эксплуатации, равно как и механические повреждения тела детали не являются гарантийными случаями и в этом случае пружина обмену не подлежит.</p>","<ul>
<li> Диаметр штока: 8мм</li>
<li> Давление накачки: 125 атм. (усилие на штоке <strong>60-62кг</strong>)</li>
<li> Рекомендуемая периодичность профилактик: 10 тысяч выстрелов или 1 год</li>
<li> Страна производитель: <strong>Россия (Москва)</strong>.</li>
</ul>
<p><strong><span style=""color: #000000;"">Комплектация:</span></strong></p>
<ul>
<li> Газовая пружина <strong>GAMO</strong> - 1шт</li>
<li> Упорно - центрующая шайба - 1шт</li>
<li> Инструкция по установке.</li>
</ul>",,,,,,"1626"
